,home_team,away_team,home_team_id,away_team_id,home_points,away_points,regular_season,season
3537,Arizona Coyotes,Edmonton Oilers,29,1,1,0,1,2
3538,Calgary Flames,Florida Panthers,12,15,3,6,1,2
3539,Ottawa Senators,New York Rangers,4,14,6,3,1,2
3540,Nashville Predators,Detroit Red Wings,20,27,1,3,1,2
3541,Carolina Hurricanes,New Jersey Devils,10,24,2,3,1,2
3542,New York Rangers,Philadelphia Flyers,14,22,4,7,1,2
3543,Detroit Red Wings,Toronto Maple Leafs,27,5,2,3,1,2
3544,Colorado Avalanche,Edmonton Oilers,13,1,2,4,1,2
3545,Winnipeg Jets,Florida Panthers,28,15,7,2,1,2
3546,Columbus Blue Jackets,Pittsburgh Penguins,25,18,2,5,1,2
3547,San Jose Sharks,Dallas Stars,6,8,5,2,1,2
3548,Calgary Flames,Boston Bruins,12,7,1,2,1,2
3549,Buffalo Sabres,Washington Capitals,17,2,2,3,1,2
3550,Vegas Golden Knights,Anaheim Ducks,30,11,0,2,1,2
3551,Chicago Blackhawks,Los Angeles Kings,21,26,1,3,1,2
3552,Nashville Predators,Ottawa Senators,20,4,5,2,1,2
3553,New York Islanders,Minnesota Wild,23,19,3,5,1,2
3554,Vancouver Canucks,Colorado Avalanche,0,13,4,5,1,2
3555,New Jersey Devils,Columbus Blue Jackets,24,25,1,2,1,2
3556,Edmonton Oilers,Boston Bruins,1,7,2,3,1,2
3557,Philadelphia Flyers,Montreal Canadiens,22,9,3,2,1,2
3558,Winnipeg Jets,Los Angeles Kings,28,26,3,4,1,2
3559,Washington Capitals,Tampa Bay Lightning,2,16,2,4,1,2
3560,Toronto Maple Leafs,Florida Panthers,5,15,1,0,1,2
3561,Detroit Red Wings,Nashville Predators,27,20,2,3,1,2
3562,St Louis Blues,San Jose Sharks,3,6,2,3,1,2
3563,Vegas Golden Knights,Calgary Flames,30,12,7,3,1,2
3564,Chicago Blackhawks,Ottawa Senators,21,4,2,2,1,2
3565,Anaheim Ducks,Dallas Stars,11,8,2,0,1,2
3566,Edmonton Oilers,Colorado Avalanche,1,13,3,2,1,2
3567,Philadelphia Flyers,Columbus Blue Jackets,22,25,2,1,1,2
3568,Florida Panthers,Washington Capitals,15,2,3,2,1,2
3569,Arizona Coyotes,Calgary Flames,29,12,2,5,1,2
3570,Toronto Maple Leafs,New York Islanders,5,23,3,3,1,2
3571,Ottawa Senators,Tampa Bay Lightning,4,16,3,4,1,2
3572,Montreal Canadiens,New York Rangers,9,14,3,1,1,2
3573,Detroit Red Wings,Buffalo Sabres,27,17,2,3,1,2
3574,Nashville Predators,San Jose Sharks,20,6,7,1,1,2
3575,Los Angeles Kings,Dallas Stars,26,8,0,2,1,2
3576,New Jersey Devils,Minnesota Wild,24,19,2,4,1,2
3577,Vegas Golden Knights,Vancouver Canucks,30,0,6,3,1,2
3578,St Louis Blues,Winnipeg Jets,3,28,0,4,1,2
3579,Carolina Hurricanes,Pittsburgh Penguins,10,18,1,6,1,2
3580,Chicago Blackhawks,San Jose Sharks,21,6,3,1,1,2
3581,New York Rangers,Minnesota Wild,14,19,1,4,1,2
3582,Calgary Flames,Colorado Avalanche,12,13,5,1,1,2
3583,Columbus Blue Jackets,Chicago Blackhawks,25,21,3,2,1,2
3584,Toronto Maple Leafs,Boston Bruins,5,7,4,3,1,2
3585,Arizona Coyotes,Anaheim Ducks,29,11,2,0,1,2
3586,Ottawa Senators,Philadelphia Flyers,4,22,3,5,1,2
3587,Detroit Red Wings,Carolina Hurricanes,27,10,3,1,1,2
3588,New Jersey Devils,New York Islanders,24,23,2,1,1,2
3589,Dallas Stars,Winnipeg Jets,8,28,3,5,1,2
3590,Montreal Canadiens,Tampa Bay Lightning,9,16,3,3,1,2
3591,Los Angeles Kings,Edmonton Oilers,26,1,3,4,1,2
3592,Florida Panthers,Pittsburgh Penguins,15,18,6,5,1,2
3593,Washington Capitals,Buffalo Sabres,2,17,5,1,1,2
3594,Nashville Predators,St Louis Blues,20,3,4,0,1,2
3595,Buffalo Sabres,Boston Bruins,17,7,4,1,1,2
3596,Arizona Coyotes,Vancouver Canucks,29,0,1,3,1,2
3597,Anaheim Ducks,Edmonton Oilers,11,1,5,5,1,2
3598,New York Rangers,Detroit Red Wings,14,27,2,3,1,2
3599,Minnesota Wild,San Jose Sharks,19,6,3,2,1,2
3600,Colorado Avalanche,Vancouver Canucks,13,0,3,1,1,2
3601,Columbus Blue Jackets,Washington Capitals,25,2,5,1,1,2
3602,Montreal Canadiens,Philadelphia Flyers,9,22,0,0,1,2
3603,Los Angeles Kings,Vegas Golden Knights,26,30,3,2,1,2
3604,Tampa Bay Lightning,Toronto Maple Leafs,16,5,3,3,1,2
3605,Minnesota Wild,St Louis Blues,19,3,8,3,1,2
3606,Pittsburgh Penguins,New Jersey Devils,18,24,2,3,1,2
3607,Dallas Stars,Calgary Flames,8,12,2,0,1,2
3608,Boston Bruins,Carolina Hurricanes,7,10,4,3,1,2
3609,Vegas Golden Knights,Los Angeles Kings,30,26,1,4,1,2
3610,Florida Panthers,Toronto Maple Leafs,15,5,3,2,1,2
3611,San Jose Sharks,Edmonton Oilers,6,1,5,2,1,2
3612,Winnipeg Jets,Nashville Predators,28,20,5,6,1,2
3613,Washington Capitals,Ottawa Senators,2,4,3,2,1,2
3614,Colorado Avalanche,Calgary Flames,13,12,5,2,1,2
3615,Montreal Canadiens,New York Islanders,9,23,3,1,1,2
3616,Vancouver Canucks,New York Rangers,0,14,5,6,1,2
3617,St Louis Blues,Detroit Red Wings,3,27,2,1,1,2
3618,Tampa Bay Lightning,Buffalo Sabres,16,17,1,2,1,2
3619,San Jose Sharks,Chicago Blackhawks,6,21,7,2,1,2
3620,Los Angeles Kings,Columbus Blue Jackets,26,25,5,2,1,2
3621,Florida Panthers,New Jersey Devils,15,24,3,2,1,2
3622,Philadelphia Flyers,Carolina Hurricanes,22,10,1,4,1,2
3623,Dallas Stars,Tampa Bay Lightning,8,16,4,5,1,2
3624,Boston Bruins,Pittsburgh Penguins,7,18,8,4,1,2
3625,Edmonton Oilers,Nashville Predators,1,20,2,4,1,2
3626,Arizona Coyotes,Minnesota Wild,29,19,5,3,1,2
3627,Anaheim Ducks,Columbus Blue Jackets,11,25,4,2,1,2
3628,New York Islanders,Montreal Canadiens,23,9,3,6,1,2
3629,Carolina Hurricanes,New Jersey Devils,10,24,3,1,1,2
3630,Vancouver Canucks,Nashville Predators,0,20,3,4,1,2
3631,Calgary Flames,New York Rangers,12,14,1,3,1,2
3632,Winnipeg Jets,Detroit Red Wings,28,27,4,3,1,2
3633,Florida Panthers,Buffalo Sabres,15,17,4,1,1,2
3634,Vegas Golden Knights,Ottawa Senators,30,4,4,5,1,2
3635,Colorado Avalanche,Minnesota Wild,13,19,7,1,1,2
3636,Los Angeles Kings,Chicago Blackhawks,26,21,3,5,1,2
3637,Dallas Stars,St Louis Blues,8,3,3,2,1,2
3638,Boston Bruins,Montreal Canadiens,7,9,2,1,1,2
3639,Tampa Bay Lightning,Philadelphia Flyers,16,22,6,6,1,2
3640,Pittsburgh Penguins,New York Islanders,18,23,3,2,1,2
3641,Washington Capitals,Toronto Maple Leafs,2,5,5,2,1,2
3642,Edmonton Oilers,New York Rangers,1,14,2,3,1,2
3643,Arizona Coyotes,Ottawa Senators,29,4,2,1,1,2
3644,Anaheim Ducks,Chicago Blackhawks,11,21,6,3,1,2
3645,San Jose Sharks,Columbus Blue Jackets,6,25,2,4,1,2
3646,Florida Panthers,Philadelphia Flyers,15,22,4,1,1,2
3647,New Jersey Devils,Vegas Golden Knights,24,30,2,3,1,2
3648,Carolina Hurricanes,Winnipeg Jets,10,28,2,3,1,2
3649,Colorado Avalanche,Nashville Predators,13,20,3,4,1,2
3650,Minnesota Wild,Detroit Red Wings,19,27,4,1,1,2
3651,Edmonton Oilers,Arizona Coyotes,1,29,4,3,1,2
3652,Pittsburgh Penguins,Calgary Flames,18,12,4,3,1,2
3653,Vancouver Canucks,New York Islanders,0,23,4,3,1,2
3654,Buffalo Sabres,Toronto Maple Leafs,17,5,5,3,1,2
3655,Dallas Stars,Ottawa Senators,8,4,2,3,1,2
3656,Chicago Blackhawks,Colorado Avalanche,21,13,2,1,1,2
3657,New Jersey Devils,Montreal Canadiens,24,9,6,4,1,2
3658,Anaheim Ducks,Washington Capitals,11,2,4,0,1,2
3659,Columbus Blue Jackets,Vegas Golden Knights,25,30,4,1,1,2
3660,Minnesota Wild,Carolina Hurricanes,19,10,6,2,1,2
3661,New York Rangers,Winnipeg Jets,14,28,0,3,1,2
3662,Tampa Bay Lightning,Florida Panthers,16,15,5,4,1,2
3663,Boston Bruins,Detroit Red Wings,7,27,6,5,1,2
3664,Nashville Predators,Dallas Stars,20,8,2,0,1,2
3665,Vancouver Canucks,Arizona Coyotes,0,29,1,2,1,2
3666,Buffalo Sabres,Calgary Flames,17,12,1,5,1,2
3667,Philadelphia Flyers,Pittsburgh Penguins,22,18,2,5,1,2
3668,Columbus Blue Jackets,Colorado Avalanche,25,13,5,4,1,2
3669,San Jose Sharks,St Louis Blues,6,3,2,0,1,2
3670,Florida Panthers,Montreal Canadiens,15,9,5,0,1,2
3671,Los Angeles Kings,Washington Capitals,26,2,3,1,1,2
3672,Nashville Predators,Anaheim Ducks,20,11,4,2,1,2
3673,Boston Bruins,Philadelphia Flyers,7,22,3,2,1,2
3674,Detroit Red Wings,Vegas Golden Knights,27,30,0,4,1,2
3675,Chicago Blackhawks,Carolina Hurricanes,21,10,2,3,1,2
3676,Edmonton Oilers,New York Islanders,1,23,1,1,1,2
3677,New Jersey Devils,Winnipeg Jets,24,28,2,3,1,2
3678,Tampa Bay Lightning,New York Rangers,16,14,5,3,1,2
3679,Ottawa Senators,Buffalo Sabres,4,17,3,3,1,2
3680,Dallas Stars,Anaheim Ducks,8,11,2,1,1,2
3681,Ottawa Senators,Calgary Flames,4,12,1,2,1,2
3682,Columbus Blue Jackets,Detroit Red Wings,25,27,3,2,1,2
3683,Vancouver Canucks,Minnesota Wild,0,19,2,5,1,2
3684,Boston Bruins,Chicago Blackhawks,7,21,7,4,1,2
3685,Los Angeles Kings,St Louis Blues,26,3,2,7,1,2
3686,Tampa Bay Lightning,Montreal Canadiens,16,9,2,2,1,2
3687,San Jose Sharks,Washington Capitals,6,2,0,2,1,2
3688,Colorado Avalanche,Arizona Coyotes,13,29,5,2,1,2
3689,Nashville Predators,New Jersey Devils,20,24,2,2,1,2
3690,Buffalo Sabres,Vegas Golden Knights,17,30,1,1,1,2
3691,Philadelphia Flyers,Winnipeg Jets,22,28,2,1,1,2
3692,Toronto Maple Leafs,Pittsburgh Penguins,5,18,5,2,1,2
3693,Florida Panthers,New York Rangers,15,14,3,3,1,2
3694,Edmonton Oilers,Minnesota Wild,1,19,4,1,1,2
3695,Chicago Blackhawks,Boston Bruins,21,7,3,1,1,2
3696,Arizona Coyotes,Vancouver Canucks,29,0,1,0,1,2
3697,Calgary Flames,New York Islanders,12,23,2,5,1,2
3698,Pittsburgh Penguins,Dallas Stars,18,8,3,1,1,2
3699,Anaheim Ducks,St Louis Blues,11,3,2,4,1,2
3700,Columbus Blue Jackets,Montreal Canadiens,25,9,5,2,1,2
3701,Los Angeles Kings,Vancouver Canucks,26,0,3,0,1,2
3702,Philadelphia Flyers,Vegas Golden Knights,22,30,2,3,1,2
3703,New York Rangers,Carolina Hurricanes,14,10,6,3,1,2
3704,Washington Capitals,Winnipeg Jets,2,28,3,2,1,2
3705,San Jose Sharks,Detroit Red Wings,6,27,5,3,1,2
3706,Florida Panthers,Ottawa Senators,15,4,3,5,1,2
3707,Minnesota Wild,Colorado Avalanche,19,13,1,5,1,2
3708,Carolina Hurricanes,Boston Bruins,10,7,4,6,1,2
3709,Nashville Predators,Winnipeg Jets,20,28,3,1,1,2
3710,Arizona Coyotes,Los Angeles Kings,29,26,3,3,1,2
3711,Calgary Flames,Edmonton Oilers,12,1,1,0,1,2
3712,Tampa Bay Lightning,Ottawa Senators,16,4,4,7,1,2
3713,Montreal Canadiens,Dallas Stars,9,8,4,2,1,2
3714,Anaheim Ducks,Vancouver Canucks,11,0,3,0,1,2
3715,Vegas Golden Knights,New Jersey Devils,30,24,3,8,1,2
3716,New York Rangers,Pittsburgh Penguins,14,18,4,3,1,2
3717,Edmonton Oilers,San Jose Sharks,1,6,3,4,1,2
3718,Toronto Maple Leafs,Dallas Stars,5,8,5,5,1,2
3719,St Louis Blues,Colorado Avalanche,3,13,1,4,1,2
3720,Winnipeg Jets,Chicago Blackhawks,28,21,6,2,1,2
3721,Philadelphia Flyers,Columbus Blue Jackets,22,25,3,5,1,2
3722,Florida Panthers,Boston Bruins,15,7,3,0,1,2
3723,New York Islanders,Washington Capitals,23,2,3,7,1,2
3724,Buffalo Sabres,Toronto Maple Leafs,17,5,2,5,1,2
3725,Montreal Canadiens,Pittsburgh Penguins,9,18,3,5,1,2
3726,Arizona Coyotes,Nashville Predators,29,20,2,3,1,2
3727,Los Angeles Kings,Detroit Red Wings,26,27,4,1,1,2
3728,Washington Capitals,New York Islanders,2,23,6,3,1,2
3729,Colorado Avalanche,Nashville Predators,13,20,2,4,1,2
3730,Anaheim Ducks,Detroit Red Wings,11,27,4,2,1,2
3731,Calgary Flames,San Jose Sharks,12,6,4,7,1,2
3732,Ottawa Senators,Dallas Stars,4,8,3,2,1,2
3733,Vegas Golden Knights,Minnesota Wild,30,19,2,4,1,2
3734,Buffalo Sabres,Chicago Blackhawks,17,21,5,3,1,2
3735,Tampa Bay Lightning,Boston Bruins,16,7,0,3,1,2
3736,Toronto Maple Leafs,Montreal Canadiens,5,9,4,0,1,2
3737,Los Angeles Kings,New Jersey Devils,26,24,0,3,1,2
3738,Carolina Hurricanes,Philadelphia Flyers,10,22,2,4,1,2
3739,Florida Panthers,Edmonton Oilers,15,1,2,4,1,2
3740,St Louis Blues,New York Rangers,3,14,4,3,1,2
3741,Columbus Blue Jackets,Ottawa Senators,25,4,2,1,1,2
3742,Vancouver Canucks,San Jose Sharks,0,6,3,5,1,2
3743,Arizona Coyotes,Minnesota Wild,29,19,1,3,1,2
3744,Chicago Blackhawks,St Louis Blues,21,3,4,5,1,2
3745,Philadelphia Flyers,Washington Capitals,22,2,6,3,1,2
3746,Anaheim Ducks,New Jersey Devils,11,24,4,2,1,2
3747,Vegas Golden Knights,Calgary Flames,30,12,4,0,1,2
3748,New York Islanders,Carolina Hurricanes,23,10,3,4,1,2
3749,Tampa Bay Lightning,Edmonton Oilers,16,1,3,1,1,2
3750,Colorado Avalanche,Detroit Red Wings,13,27,5,1,1,2
3751,Winnipeg Jets,Dallas Stars,28,8,4,2,1,2
3752,Boston Bruins,Columbus Blue Jackets,7,25,4,5,1,2
3753,Arizona Coyotes,Calgary Flames,29,12,5,2,1,2
3754,Minnesota Wild,Los Angeles Kings,19,26,3,4,1,2
3755,Montreal Canadiens,Florida Panthers,9,15,0,2,1,2
3756,Buffalo Sabres,Nashville Predators,17,20,0,4,1,2
3757,Chicago Blackhawks,Colorado Avalanche,21,13,1,5,1,2
3758,New York Rangers,Columbus Blue Jackets,14,25,3,5,1,2
3759,Vegas Golden Knights,Vancouver Canucks,30,0,4,1,1,2
3760,San Jose Sharks,New Jersey Devils,6,24,6,2,1,2
3761,Detroit Red Wings,Philadelphia Flyers,27,22,4,4,1,2
3762,Winnipeg Jets,Los Angeles Kings,28,26,2,1,1,2
3763,Tampa Bay Lightning,Toronto Maple Leafs,16,5,4,3,1,2
3764,Carolina Hurricanes,Edmonton Oilers,10,1,3,7,1,2
3765,Ottawa Senators,Florida Panthers,4,15,2,7,1,2
3766,New York Islanders,Pittsburgh Penguins,23,18,4,1,1,2
3767,Washington Capitals,Dallas Stars,2,8,4,3,1,2
3768,St Louis Blues,Boston Bruins,3,7,2,1,1,2
3769,Pittsburgh Penguins,Montreal Canadiens,18,9,5,3,1,2
3770,Buffalo Sabres,Arizona Coyotes,17,29,1,4,1,2
3771,Calgary Flames,Anaheim Ducks,12,11,0,4,1,2
3772,Chicago Blackhawks,Vancouver Canucks,21,0,2,5,1,2
3773,Detroit Red Wings,Washington Capitals,27,2,0,1,1,2
3774,Carolina Hurricanes,Arizona Coyotes,10,29,6,5,1,2
3775,San Jose Sharks,Vegas Golden Knights,6,30,2,1,1,2
3776,Colorado Avalanche,Los Angeles Kings,13,26,1,7,1,2
3777,New York Islanders,Tampa Bay Lightning,23,16,6,7,1,2
3778,Nashville Predators,Toronto Maple Leafs,20,5,2,5,1,2
3779,Ottawa Senators,Edmonton Oilers,4,1,2,6,1,2
3780,Columbus Blue Jackets,Florida Panthers,25,15,4,0,1,2
3781,Philadelphia Flyers,New York Rangers,22,14,4,3,1,2
3782,Dallas Stars,Boston Bruins,8,7,2,3,1,2
3783,Buffalo Sabres,Montreal Canadiens,17,9,0,3,1,2
3784,St Louis Blues,Vancouver Canucks,3,0,4,1,1,2
3785,Pittsburgh Penguins,New Jersey Devils,18,24,3,4,1,2
3786,Winnipeg Jets,Anaheim Ducks,28,11,3,2,1,2
3787,New York Islanders,Chicago Blackhawks,23,21,1,3,1,2
3788,Columbus Blue Jackets,St Louis Blues,25,3,1,2,1,2
3789,Montreal Canadiens,Washington Capitals,9,2,4,6,1,2
3790,Florida Panthers,Arizona Coyotes,15,29,4,2,1,2
3791,San Jose Sharks,Calgary Flames,6,12,5,1,1,2
3792,Colorado Avalanche,Vegas Golden Knights,13,30,1,1,1,2
3793,Ottawa Senators,Carolina Hurricanes,4,10,2,5,1,2
3794,Edmonton Oilers,Los Angeles Kings,1,26,3,2,1,2
3795,New Jersey Devils,Tampa Bay Lightning,24,16,2,1,1,2
3796,Minnesota Wild,Nashville Predators,19,20,4,1,1,2
3797,Toronto Maple Leafs,Detroit Red Wings,5,27,4,3,1,2
3798,New York Rangers,Buffalo Sabres,14,17,5,1,1,2
3799,Minnesota Wild,Boston Bruins,19,7,1,2,1,2
3800,Dallas Stars,Vancouver Canucks,8,0,1,4,1,2
3801,Edmonton Oilers,Anaheim Ducks,1,11,4,5,1,2
3802,Pittsburgh Penguins,Philadelphia Flyers,18,22,5,4,1,2
3803,Winnipeg Jets,Nashville Predators,28,20,4,4,1,2
3804,Vegas Golden Knights,Colorado Avalanche,30,13,4,1,1,2
3805,New York Rangers,Washington Capitals,14,2,2,4,1,2
3806,Tampa Bay Lightning,Arizona Coyotes,16,29,1,4,1,2
3807,Los Angeles Kings,Calgary Flames,26,12,3,0,1,2
3808,New York Islanders,Florida Panthers,23,15,0,3,1,2
3809,Montreal Canadiens,Detroit Red Wings,9,27,4,2,1,2
3810,Toronto Maple Leafs,Buffalo Sabres,5,17,2,3,1,2
3811,Carolina Hurricanes,Ottawa Senators,10,4,4,1,1,2
3812,Chicago Blackhawks,San Jose Sharks,21,6,3,3,1,2
3813,Edmonton Oilers,Columbus Blue Jackets,1,25,3,7,1,2
3814,Winnipeg Jets,Boston Bruins,28,7,4,4,1,2
3815,Vancouver Canucks,Anaheim Ducks,0,11,4,1,1,2
3816,Dallas Stars,Philadelphia Flyers,8,22,3,2,1,2
3817,New Jersey Devils,Carolina Hurricanes,24,10,4,3,1,2
3818,Ottawa Senators,New York Islanders,4,23,3,4,1,2
3819,Detroit Red Wings,Pittsburgh Penguins,27,18,5,2,1,2
3820,St Louis Blues,San Jose Sharks,3,6,3,2,1,2
3821,Nashville Predators,Minnesota Wild,20,19,1,1,1,2
3822,Vegas Golden Knights,Arizona Coyotes,30,29,2,3,1,2
3823,Colorado Avalanche,Philadelphia Flyers,13,22,1,2,1,2
3824,Toronto Maple Leafs,Florida Panthers,5,15,4,3,1,2
3825,Washington Capitals,New York Rangers,2,14,3,2,1,2
3826,Calgary Flames,Columbus Blue Jackets,12,25,1,5,1,2
3827,Los Angeles Kings,Arizona Coyotes,26,29,4,2,1,2
3828,Chicago Blackhawks,Winnipeg Jets,21,28,6,2,1,2
3829,Boston Bruins,Tampa Bay Lightning,7,16,4,2,1,2
3830,Vancouver Canucks,Edmonton Oilers,0,1,2,1,1,2
3831,Ottawa Senators,Florida Panthers,4,15,3,2,1,2
3832,New Jersey Devils,Pittsburgh Penguins,24,18,3,4,1,2
3833,Buffalo Sabres,Detroit Red Wings,17,27,3,6,1,2
3834,Nashville Predators,San Jose Sharks,20,6,5,3,1,2
3835,Minnesota Wild,Dallas Stars,19,8,5,2,1,2
3836,Colorado Avalanche,Chicago Blackhawks,13,21,5,0,1,2
3837,Vegas Golden Knights,St Louis Blues,30,3,4,3,1,2
3838,Washington Capitals,Carolina Hurricanes,2,10,1,4,1,2
3839,Anaheim Ducks,Los Angeles Kings,11,26,2,1,1,2
3840,New York Rangers,Tampa Bay Lightning,14,16,3,7,1,2
3841,New York Islanders,Toronto Maple Leafs,23,5,4,5,1,2
3842,Vancouver Canucks,Columbus Blue Jackets,0,25,5,4,1,2
3843,Arizona Coyotes,St Louis Blues,29,3,6,0,1,2
3844,Pittsburgh Penguins,Montreal Canadiens,18,9,5,2,1,2
3845,New Jersey Devils,New York Islanders,24,23,4,3,1,2
3846,Toronto Maple Leafs,Winnipeg Jets,5,28,1,3,1,2
3847,Calgary Flames,Edmonton Oilers,12,1,3,2,1,2
3848,Boston Bruins,Florida Panthers,7,15,5,1,1,2
3849,Carolina Hurricanes,New York Rangers,10,14,1,2,1,2
3850,Nashville Predators,Buffalo Sabres,20,17,4,7,1,2
3851,Detroit Red Wings,Ottawa Senators,27,4,2,0,1,2
3852,Vegas Golden Knights,San Jose Sharks,30,6,3,2,1,2
3853,Dallas Stars,Minnesota Wild,8,19,4,1,1,2
3854,Anaheim Ducks,Colorado Avalanche,11,13,4,3,1,2
3855,Philadelphia Flyers,Boston Bruins,22,7,4,3,1,2
3856,Pittsburgh Penguins,Washington Capitals,18,2,1,3,1,2
3857,Montreal Canadiens,New Jersey Devils,9,24,1,2,1,2
3858,Tampa Bay Lightning,Nashville Predators,16,20,1,4,1,2
3859,Los Angeles Kings,Colorado Avalanche,26,13,3,1,1,2
3860,St Louis Blues,Washington Capitals,3,2,2,4,1,2
3861,Florida Panthers,Carolina Hurricanes,15,10,3,2,1,2
3862,Ottawa Senators,Winnipeg Jets,4,28,5,6,1,2
3863,Minnesota Wild,Edmonton Oilers,19,1,3,0,1,2
3864,Toronto Maple Leafs,Buffalo Sabres,5,17,5,2,1,2
3865,Tampa Bay Lightning,Boston Bruins,16,7,4,0,1,2
3866,Calgary Flames,Arizona Coyotes,12,29,1,4,1,2
3867,New York Islanders,Philadelphia Flyers,23,22,5,4,1,2
3868,Vancouver Canucks,Vegas Golden Knights,0,30,4,4,1,2
3869,Montreal Canadiens,Winnipeg Jets,9,28,4,5,1,2
3870,Florida Panthers,Nashville Predators,15,20,2,1,1,2
3871,New Jersey Devils,New York Rangers,24,14,5,2,1,2
3872,Columbus Blue Jackets,Detroit Red Wings,25,27,5,4,1,2
3873,San Jose Sharks,Dallas Stars,6,8,2,4,1,2
3874,St Louis Blues,Chicago Blackhawks,3,21,3,4,1,2
3875,Buffalo Sabres,Ottawa Senators,17,4,2,4,1,2
3876,Anaheim Ducks,Minnesota Wild,11,19,3,1,1,2
3877,San Jose Sharks,Colorado Avalanche,6,13,4,2,1,2
3878,Florida Panthers,Boston Bruins,15,7,3,2,1,2
3879,Detroit Red Wings,Montreal Canadiens,27,9,3,4,1,2
3880,Vancouver Canucks,Arizona Coyotes,0,29,4,3,1,2
3881,Winnipeg Jets,Calgary Flames,28,12,2,1,1,2
3882,Edmonton Oilers,Vegas Golden Knights,1,30,4,3,1,2
3883,Philadelphia Flyers,Carolina Hurricanes,22,10,4,3,1,2
3884,New Jersey Devils,Toronto Maple Leafs,24,5,2,1,1,2
3885,Columbus Blue Jackets,Pittsburgh Penguins,25,18,4,5,1,2
3886,Washington Capitals,Nashville Predators,2,20,3,4,1,2
3887,New York Islanders,New York Rangers,23,14,2,1,1,2
3888,Los Angeles Kings,Minnesota Wild,26,19,5,4,1,2
3889,Chicago Blackhawks,St Louis Blues,21,3,1,4,1,2
3890,Tampa Bay Lightning,Buffalo Sabres,16,17,7,5,1,2
3891,Pittsburgh Penguins,Ottawa Senators,18,4,4,0,1,2
3892,Anaheim Ducks,Dallas Stars,11,8,5,3,1,2
3893,Winnipeg Jets,Chicago Blackhawks,28,21,4,1,1,2
3894,Nashville Predators,Columbus Blue Jackets,20,25,4,2,1,2
3895,Colorado Avalanche,St Louis Blues,13,3,5,2,1,2
3896,Toronto Maple Leafs,Montreal Canadiens,5,9,4,2,1,2
3897,Edmonton Oilers,Vancouver Canucks,1,0,2,2,1,2
3898,Washington Capitals,New Jersey Devils,2,24,5,3,1,2
3899,Arizona Coyotes,Anaheim Ducks,29,11,0,3,1,2
3900,Calgary Flames,Vegas Golden Knights,12,30,7,1,1,2
3901,Detroit Red Wings,New York Islanders,27,23,3,4,1,2
3902,Carolina Hurricanes,Tampa Bay Lightning,10,16,3,2,1,2
3903,Philadelphia Flyers,New York Rangers,22,14,5,0,1,2
3904,Florida Panthers,Buffalo Sabres,15,17,4,3,1,2
3905,Boston Bruins,Ottawa Senators,7,4,5,2,1,2
3906,Los Angeles Kings,Dallas Stars,26,8,2,4,1,2
3907,San Jose Sharks,Minnesota Wild,6,19,3,6,1,2
3908,Boston Bruins,Florida Panthers,7,15,2,4,1,2
3909,Pittsburgh Penguins,Philadelphia Flyers,18,22,7,0,0,2
3910,Vegas Golden Knights,Los Angeles Kings,30,26,1,0,0,2
3911,Winnipeg Jets,Minnesota Wild,28,19,3,2,0,2
3912,Nashville Predators,Colorado Avalanche,20,13,5,2,0,2
3913,Washington Capitals,Columbus Blue Jackets,2,25,3,4,0,2
3914,Tampa Bay Lightning,New Jersey Devils,16,24,5,2,0,2
3915,Boston Bruins,Toronto Maple Leafs,7,5,5,1,0,2
3916,Anaheim Ducks,San Jose Sharks,11,6,0,3,0,2
3917,Pittsburgh Penguins,Philadelphia Flyers,18,22,1,5,0,2
3918,Vegas Golden Knights,Los Angeles Kings,30,26,2,1,0,2
3919,Winnipeg Jets,Minnesota Wild,28,19,4,1,0,2
3920,Nashville Predators,Colorado Avalanche,20,13,5,4,0,2
3921,Tampa Bay Lightning,New Jersey Devils,16,24,5,3,0,2
3922,Boston Bruins,Toronto Maple Leafs,7,5,7,3,0,2
3923,Anaheim Ducks,San Jose Sharks,11,6,2,3,0,2
3924,Washington Capitals,Columbus Blue Jackets,2,25,4,5,0,2
3925,Los Angeles Kings,Vegas Golden Knights,26,30,2,3,0,2
3926,Minnesota Wild,Winnipeg Jets,19,28,6,2,0,2
3927,Philadelphia Flyers,Pittsburgh Penguins,22,18,1,5,0,2
3928,Toronto Maple Leafs,Boston Bruins,5,7,4,2,0,2
3929,San Jose Sharks,Anaheim Ducks,6,11,8,1,0,2
3930,New Jersey Devils,Tampa Bay Lightning,24,16,5,2,0,2
3931,Colorado Avalanche,Nashville Predators,13,20,5,3,0,2
3932,Columbus Blue Jackets,Washington Capitals,25,2,2,3,0,2
3933,Los Angeles Kings,Vegas Golden Knights,26,30,0,1,0,2
3934,Minnesota Wild,Winnipeg Jets,19,28,0,2,0,2
3935,San Jose Sharks,Anaheim Ducks,6,11,2,1,0,2
3936,New Jersey Devils,Tampa Bay Lightning,24,16,1,3,0,2
3937,Philadelphia Flyers,Pittsburgh Penguins,22,18,0,5,0,2
3938,Colorado Avalanche,Nashville Predators,13,20,2,3,0,2
3939,Toronto Maple Leafs,Boston Bruins,5,7,1,3,0,2
3940,Columbus Blue Jackets,Washington Capitals,25,2,1,4,0,2
3941,Nashville Predators,Colorado Avalanche,20,13,1,2,0,2
3942,Pittsburgh Penguins,Philadelphia Flyers,18,22,2,4,0,2
3943,Winnipeg Jets,Minnesota Wild,28,19,5,0,0,2
