,home_team,away_team,home_team_id,away_team_id,home_points,away_points,regular_season,season
4883,Buffalo Sabres,New York Rangers,17,14,2,6,1,3
4884,Chicago Blackhawks,Columbus Blue Jackets,21,25,2,5,1,3
4885,Colorado Avalanche,St Louis Blues,13,3,0,3,1,3
4886,Los Angeles Kings,Boston Bruins,26,7,2,4,1,3
4887,Tampa Bay Lightning,Montreal Canadiens,16,9,3,0,1,3
4888,San Jose Sharks,Vancouver Canucks,6,0,3,2,1,3
4889,Pittsburgh Penguins,Calgary Flames,18,12,4,5,1,3
4890,Arizona Coyotes,Toronto Maple Leafs,29,5,2,0,1,3
4891,New York Islanders,Edmonton Oilers,23,1,5,2,1,3
4892,Vegas Golden Knights,Nashville Predators,30,20,5,1,1,3
4893,Philadelphia Flyers,Detroit Red Wings,22,27,6,5,1,3
4894,Winnipeg Jets,Ottawa Senators,28,4,3,4,1,3
4895,Carolina Hurricanes,Dallas Stars,10,8,3,0,1,3
4896,Minnesota Wild,St Louis Blues,19,3,0,4,1,3
4897,Florida Panthers,Montreal Canadiens,15,9,6,3,1,3
4898,Anaheim Ducks,Washington Capitals,11,2,5,2,1,3
4899,Detroit Red Wings,Philadelphia Flyers,27,22,1,3,1,3
4900,Pittsburgh Penguins,New York Rangers,18,14,6,5,1,3
4901,New Jersey Devils,Buffalo Sabres,24,17,4,1,1,3
4902,San Jose Sharks,Boston Bruins,6,7,5,6,1,3
4903,Los Angeles Kings,Washington Capitals,26,2,2,3,1,3
4904,Calgary Flames,Arizona Coyotes,12,29,5,2,1,3
4905,Colorado Avalanche,Vegas Golden Knights,13,30,3,0,1,3
4906,Columbus Blue Jackets,Tampa Bay Lightning,25,16,1,5,1,3
4907,Chicago Blackhawks,Ottawa Senators,21,4,8,7,1,3
4908,Montreal Canadiens,Columbus Blue Jackets,9,25,3,2,1,3
4909,Edmonton Oilers,Arizona Coyotes,1,29,2,2,1,3
4910,Minnesota Wild,Anaheim Ducks,19,11,0,4,1,3
4911,Philadelphia Flyers,Tampa Bay Lightning,22,16,2,5,1,3
4912,St Louis Blues,Toronto Maple Leafs,3,5,3,2,1,3
4913,New Jersey Devils,Pittsburgh Penguins,24,18,3,4,1,3
4914,Dallas Stars,Nashville Predators,8,20,3,5,1,3
4915,Carolina Hurricanes,New York Rangers,10,14,1,2,1,3
4916,Florida Panthers,Buffalo Sabres,15,17,4,2,1,3
4917,Detroit Red Wings,Chicago Blackhawks,27,21,4,5,1,3
4918,Vegas Golden Knights,Boston Bruins,30,7,2,2,1,3
4919,Calgary Flames,New York Islanders,12,23,4,2,1,3
4920,Colorado Avalanche,Winnipeg Jets,13,28,7,1,1,3
4921,Dallas Stars,St Louis Blues,8,3,5,2,1,3
4922,Toronto Maple Leafs,Washington Capitals,5,2,2,3,1,3
4923,Vancouver Canucks,Arizona Coyotes,0,29,2,3,1,3
4924,Montreal Canadiens,Philadelphia Flyers,9,22,5,1,1,3
4925,Florida Panthers,Carolina Hurricanes,15,10,3,4,1,3
4926,Edmonton Oilers,New York Islanders,1,23,4,3,1,3
4927,Nashville Predators,Los Angeles Kings,20,26,2,1,1,3
4928,Tampa Bay Lightning,Buffalo Sabres,16,17,1,1,1,3
4929,New Jersey Devils,Ottawa Senators,24,4,4,0,1,3
4930,Pittsburgh Penguins,San Jose Sharks,18,6,0,4,1,3
4931,New York Rangers,Minnesota Wild,14,19,1,4,1,3
4932,Chicago Blackhawks,Colorado Avalanche,21,13,3,5,1,3
4933,Ottawa Senators,Columbus Blue Jackets,4,25,0,3,1,3
4934,Calgary Flames,Anaheim Ducks,12,11,2,1,1,3
4935,Vegas Golden Knights,Winnipeg Jets,30,28,3,6,1,3
4936,Detroit Red Wings,Minnesota Wild,27,19,2,3,1,3
4937,Nashville Predators,Colorado Avalanche,20,13,0,5,1,3
4938,St Louis Blues,Boston Bruins,3,7,1,1,1,3
4939,Toronto Maple Leafs,Montreal Canadiens,5,9,6,3,1,3
4940,Buffalo Sabres,Washington Capitals,17,2,5,2,1,3
4941,New York Rangers,New Jersey Devils,14,24,5,2,1,3
4942,Edmonton Oilers,Anaheim Ducks,1,11,2,1,1,3
4943,Dallas Stars,Carolina Hurricanes,8,10,0,3,1,3
4944,Vancouver Canucks,New York Islanders,0,23,0,4,1,3
4945,Florida Panthers,Los Angeles Kings,15,26,6,1,1,3
4946,Philadelphia Flyers,Pittsburgh Penguins,22,18,4,3,1,3
4947,Columbus Blue Jackets,San Jose Sharks,25,6,4,0,1,3
4948,Minnesota Wild,St Louis Blues,19,3,2,1,1,3
4949,Ottawa Senators,Calgary Flames,4,12,1,2,1,3
4950,Arizona Coyotes,Winnipeg Jets,29,28,4,1,1,3
4951,Washington Capitals,New York Rangers,2,14,6,5,1,3
4952,Detroit Red Wings,San Jose Sharks,27,6,3,5,1,3
4953,Chicago Blackhawks,Dallas Stars,21,8,3,4,1,3
4954,New Jersey Devils,Montreal Canadiens,24,9,2,1,1,3
4955,Vancouver Canucks,Anaheim Ducks,0,11,4,0,1,3
4956,Tampa Bay Lightning,Los Angeles Kings,16,26,3,3,1,3
4957,Nashville Predators,Edmonton Oilers,20,1,2,2,1,3
4958,Colorado Avalanche,Florida Panthers,13,15,3,4,1,3
4959,Toronto Maple Leafs,Buffalo Sabres,5,17,5,3,1,3
4960,Detroit Red Wings,Montreal Canadiens,27,9,1,8,1,3
4961,New York Islanders,Calgary Flames,23,12,1,3,1,3
4962,Carolina Hurricanes,Los Angeles Kings,10,26,6,1,1,3
4963,Arizona Coyotes,Florida Panthers,29,15,3,3,1,3
4964,Columbus Blue Jackets,Pittsburgh Penguins,25,18,2,5,1,3
4965,St Louis Blues,Nashville Predators,3,20,2,0,1,3
4966,Philadelphia Flyers,Buffalo Sabres,22,17,5,2,1,3
4967,Washington Capitals,Ottawa Senators,2,4,7,2,1,3
4968,Boston Bruins,San Jose Sharks,7,6,4,1,1,3
4969,Vegas Golden Knights,Dallas Stars,30,8,4,1,1,3
4970,Winnipeg Jets,Minnesota Wild,28,19,2,3,1,3
4971,Anaheim Ducks,Chicago Blackhawks,11,21,3,4,1,3
4972,Colorado Avalanche,Vancouver Canucks,13,0,2,2,1,3
4973,New Jersey Devils,Calgary Flames,24,12,1,2,1,3
4974,New York Rangers,Tampa Bay Lightning,14,16,3,4,1,3
4975,Toronto Maple Leafs,Edmonton Oilers,5,1,6,2,1,3
4976,Arizona Coyotes,Vancouver Canucks,29,0,5,2,1,3
4977,Columbus Blue Jackets,Philadelphia Flyers,25,22,4,3,1,3
4978,Boston Bruins,Tampa Bay Lightning,7,16,4,1,1,3
4979,New York Islanders,Toronto Maple Leafs,23,5,6,1,1,3
4980,Ottawa Senators,Edmonton Oilers,4,1,2,4,1,3
4981,Vegas Golden Knights,Florida Panthers,30,15,5,5,1,3
4982,Los Angeles Kings,Dallas Stars,26,8,3,4,1,3
4983,San Jose Sharks,Colorado Avalanche,6,13,4,3,1,3
4984,Carolina Hurricanes,St Louis Blues,10,3,5,2,1,3
4985,New York Rangers,Montreal Canadiens,14,9,2,4,1,3
4986,New York Islanders,Washington Capitals,23,2,1,3,1,3
4987,New Jersey Devils,Philadelphia Flyers,24,22,3,6,1,3
4988,Anaheim Ducks,Vegas Golden Knights,11,30,0,3,1,3
4989,Buffalo Sabres,Pittsburgh Penguins,17,18,4,3,1,3
4990,Winnipeg Jets,Nashville Predators,28,20,5,3,1,3
4991,Los Angeles Kings,Chicago Blackhawks,26,21,6,3,1,3
4992,Boston Bruins,New Jersey Devils,7,24,1,0,1,3
4993,Florida Panthers,Carolina Hurricanes,15,10,3,4,1,3
4994,Columbus Blue Jackets,Edmonton Oilers,25,1,0,4,1,3
4995,Montreal Canadiens,Pittsburgh Penguins,9,18,1,5,1,3
4996,Arizona Coyotes,Detroit Red Wings,29,27,3,1,1,3
4997,Toronto Maple Leafs,Buffalo Sabres,5,17,5,2,1,3
4998,Tampa Bay Lightning,Ottawa Senators,16,4,5,1,1,3
4999,St Louis Blues,Dallas Stars,3,8,1,4,1,3
5000,Calgary Flames,Minnesota Wild,12,19,2,4,1,3
5001,Anaheim Ducks,Colorado Avalanche,11,13,2,1,1,3
5002,San Jose Sharks,Chicago Blackhawks,6,21,5,2,1,3
5003,Vegas Golden Knights,Vancouver Canucks,30,0,3,0,1,3
5004,New York Rangers,Washington Capitals,14,2,2,2,1,3
5005,New York Islanders,Philadelphia Flyers,23,22,1,4,1,3
5006,Columbus Blue Jackets,Winnipeg Jets,25,28,2,5,1,3
5007,Minnesota Wild,Nashville Predators,19,20,2,2,1,3
5008,Florida Panthers,Ottawa Senators,15,4,2,3,1,3
5009,Calgary Flames,Toronto Maple Leafs,12,5,2,6,1,3
5010,Buffalo Sabres,Edmonton Oilers,17,1,3,4,1,3
5011,New Jersey Devils,Columbus Blue Jackets,24,25,1,1,1,3
5012,Los Angeles Kings,Montreal Canadiens,26,9,1,3,1,3
5013,Arizona Coyotes,Anaheim Ducks,29,11,1,3,1,3
5014,Boston Bruins,Carolina Hurricanes,7,10,4,3,1,3
5015,Tampa Bay Lightning,Winnipeg Jets,16,28,5,2,1,3
5016,Pittsburgh Penguins,Florida Panthers,18,15,3,2,1,3
5017,Dallas Stars,New York Rangers,8,14,1,0,1,3
5018,Colorado Avalanche,Detroit Red Wings,13,27,4,3,1,3
5019,New York Islanders,Ottawa Senators,23,4,4,4,1,3
5020,Nashville Predators,Minnesota Wild,20,19,4,4,1,3
5021,Anaheim Ducks,St Louis Blues,11,3,4,5,1,3
5022,Philadelphia Flyers,Washington Capitals,22,2,3,5,1,3
5023,Vegas Golden Knights,Calgary Flames,30,12,2,1,1,3
5024,Vancouver Canucks,Toronto Maple Leafs,0,5,3,2,1,3
5025,Dallas Stars,Colorado Avalanche,8,13,4,0,1,3
5026,Pittsburgh Penguins,Columbus Blue Jackets,18,25,3,0,1,3
5027,Los Angeles Kings,St Louis Blues,26,3,0,4,1,3
5028,San Jose Sharks,Montreal Canadiens,6,9,5,2,1,3
5029,Edmonton Oilers,Vancouver Canucks,1,0,3,2,1,3
5030,Arizona Coyotes,Calgary Flames,29,12,2,0,1,3
5031,Ottawa Senators,New York Islanders,4,23,2,4,1,3
5032,Boston Bruins,Florida Panthers,7,15,4,3,1,3
5033,Detroit Red Wings,New York Rangers,27,14,2,2,1,3
5034,Chicago Blackhawks,Buffalo Sabres,21,17,4,4,1,3
5035,Tampa Bay Lightning,Minnesota Wild,16,19,0,3,1,3
5036,Anaheim Ducks,Montreal Canadiens,11,9,8,2,1,3
5037,Washington Capitals,New Jersey Devils,2,24,3,0,1,3
5038,Carolina Hurricanes,Winnipeg Jets,10,28,1,8,1,3
5039,Florida Panthers,Minnesota Wild,15,19,6,2,1,3
5040,Dallas Stars,Chicago Blackhawks,8,21,1,2,1,3
5041,San Jose Sharks,St Louis Blues,6,3,3,2,1,3
5042,New York Rangers,New Jersey Devils,14,24,4,2,1,3
5043,New York Islanders,Philadelphia Flyers,23,22,2,5,1,3
5044,Vancouver Canucks,Vegas Golden Knights,0,30,2,6,1,3
5045,Nashville Predators,Carolina Hurricanes,20,10,3,5,1,3
5046,Arizona Coyotes,Los Angeles Kings,29,26,4,2,1,3
5047,Edmonton Oilers,Toronto Maple Leafs,1,5,2,3,1,3
5048,Columbus Blue Jackets,Pittsburgh Penguins,25,18,4,1,1,3
5049,Tampa Bay Lightning,Detroit Red Wings,16,27,3,2,1,3
5050,Colorado Avalanche,Buffalo Sabres,13,17,3,0,1,3
5051,Boston Bruins,Ottawa Senators,7,4,3,2,1,3
5052,Pittsburgh Penguins,Boston Bruins,18,7,4,2,1,3
5053,Calgary Flames,Vegas Golden Knights,12,30,6,3,1,3
5054,Washington Capitals,Winnipeg Jets,2,28,3,1,1,3
5055,Anaheim Ducks,Los Angeles Kings,11,26,2,3,1,3
5056,Florida Panthers,Detroit Red Wings,15,27,6,1,1,3
5057,New York Islanders,Columbus Blue Jackets,23,25,2,0,1,3
5058,Chicago Blackhawks,Arizona Coyotes,21,29,7,1,1,3
5059,Colorado Avalanche,Carolina Hurricanes,13,10,0,3,1,3
5060,Toronto Maple Leafs,Tampa Bay Lightning,5,16,2,6,1,3
5061,Edmonton Oilers,New York Rangers,1,14,3,2,1,3
5062,Philadelphia Flyers,Ottawa Senators,22,4,3,2,1,3
5063,Minnesota Wild,San Jose Sharks,19,6,0,3,1,3
5064,Columbus Blue Jackets,Boston Bruins,25,7,7,4,1,3
5065,Pittsburgh Penguins,Washington Capitals,18,2,5,3,1,3
5066,St Louis Blues,Arizona Coyotes,3,29,1,3,1,3
5067,Calgary Flames,New Jersey Devils,12,24,9,4,1,3
5068,Anaheim Ducks,Nashville Predators,11,20,3,2,1,3
5069,Montreal Canadiens,Detroit Red Wings,9,27,3,1,1,3
5070,Winnipeg Jets,San Jose Sharks,28,6,4,5,1,3
5071,Buffalo Sabres,Dallas Stars,17,8,0,2,1,3
5072,Toronto Maple Leafs,Chicago Blackhawks,5,21,4,5,1,3
5073,Edmonton Oilers,New Jersey Devils,1,24,3,6,1,3
5074,Vancouver Canucks,New York Rangers,0,14,4,1,1,3
5075,Ottawa Senators,St Louis Blues,4,3,2,0,1,3
5076,Winnipeg Jets,Boston Bruins,28,7,4,3,1,3
5077,New York Islanders,Montreal Canadiens,23,9,2,1,1,3
5078,Philadelphia Flyers,Washington Capitals,22,2,2,5,1,3
5079,Arizona Coyotes,Anaheim Ducks,29,11,6,1,1,3
5080,Detroit Red Wings,Tampa Bay Lightning,27,16,4,5,1,3
5081,San Jose Sharks,Florida Panthers,6,15,2,4,1,3
5082,Buffalo Sabres,Pittsburgh Penguins,17,18,0,5,1,3
5083,Los Angeles Kings,Nashville Predators,26,20,1,3,1,3
5084,Minnesota Wild,Dallas Stars,19,8,1,4,1,3
5085,Vancouver Canucks,New Jersey Devils,0,24,2,2,1,3
5086,Colorado Avalanche,Anaheim Ducks,13,11,3,5,1,3
5087,Toronto Maple Leafs,Philadelphia Flyers,5,22,7,6,1,3
5088,Dallas Stars,Vegas Golden Knights,8,30,1,2,1,3
5089,Columbus Blue Jackets,Carolina Hurricanes,25,10,3,0,1,3
5090,Calgary Flames,New York Rangers,12,14,5,1,1,3
5091,Montreal Canadiens,Chicago Blackhawks,9,21,0,2,1,3
5092,Boston Bruins,Columbus Blue Jackets,7,25,2,1,1,3
5093,Pittsburgh Penguins,St Louis Blues,18,3,1,5,1,3
5094,Tampa Bay Lightning,Washington Capitals,16,2,6,3,1,3
5095,Winnipeg Jets,Calgary Flames,28,12,2,1,1,3
5096,Detroit Red Wings,New York Islanders,27,23,2,1,1,3
5097,Ottawa Senators,Toronto Maple Leafs,4,5,6,2,1,3
5098,Arizona Coyotes,Edmonton Oilers,29,1,2,3,1,3
5099,Los Angeles Kings,Florida Panthers,26,15,3,4,1,3
5100,San Jose Sharks,Nashville Predators,6,20,2,4,1,3
5101,Minnesota Wild,New York Rangers,19,14,5,2,1,3
5102,Carolina Hurricanes,Buffalo Sabres,10,17,4,2,1,3
5103,Buffalo Sabres,St Louis Blues,17,3,3,3,1,3
5104,Dallas Stars,Vancouver Canucks,8,0,2,2,1,3
5105,Colorado Avalanche,New Jersey Devils,13,24,3,0,1,3
5106,Pittsburgh Penguins,Philadelphia Flyers,18,22,1,2,1,3
5107,Minnesota Wild,New York Islanders,19,23,2,3,1,3
5108,Vegas Golden Knights,Edmonton Oilers,30,1,6,3,1,3
5109,Anaheim Ducks,Florida Panthers,11,15,3,2,1,3
5110,Chicago Blackhawks,Vancouver Canucks,21,0,2,3,1,3
5111,Tampa Bay Lightning,Arizona Coyotes,16,29,4,1,1,3
5112,San Jose Sharks,Vegas Golden Knights,6,30,3,7,1,3
5113,Los Angeles Kings,Winnipeg Jets,26,28,2,3,1,3
5114,Minnesota Wild,Colorado Avalanche,19,13,1,3,1,3
5115,Calgary Flames,Columbus Blue Jackets,12,25,4,2,1,3
5116,New York Islanders,Boston Bruins,23,7,0,5,1,3
5117,Philadelphia Flyers,Montreal Canadiens,22,9,1,3,1,3
5118,New Jersey Devils,Washington Capitals,24,2,1,4,1,3
5119,Nashville Predators,Toronto Maple Leafs,20,5,3,0,1,3
5120,St Louis Blues,Edmonton Oilers,3,1,7,2,1,3
5121,Dallas Stars,Florida Panthers,8,15,4,2,1,3
5122,Carolina Hurricanes,Pittsburgh Penguins,10,18,2,2,1,3
5123,New York Rangers,Detroit Red Wings,14,27,2,3,1,3
5124,Anaheim Ducks,Winnipeg Jets,11,28,0,3,1,3
5125,Washington Capitals,Tampa Bay Lightning,2,16,4,5,1,3
5126,Buffalo Sabres,Toronto Maple Leafs,17,5,2,4,1,3
5127,Vancouver Canucks,Ottawa Senators,0,4,7,4,1,3
5128,Dallas Stars,Colorado Avalanche,8,13,1,3,1,3
5129,Edmonton Oilers,Columbus Blue Jackets,1,25,4,1,1,3
5130,New Jersey Devils,Boston Bruins,24,7,1,5,1,3
5131,Florida Panthers,Arizona Coyotes,15,29,4,2,1,3
5132,Chicago Blackhawks,Philadelphia Flyers,21,22,1,3,1,3
5133,Montreal Canadiens,New York Islanders,9,23,4,0,1,3
5134,Vegas Golden Knights,Winnipeg Jets,30,28,5,0,1,3
5135,Carolina Hurricanes,Tampa Bay Lightning,10,16,3,6,1,3
5136,Nashville Predators,Pittsburgh Penguins,20,18,1,1,1,3
5137,St Louis Blues,Detroit Red Wings,3,27,5,2,1,3
5138,Calgary Flames,Ottawa Senators,12,4,5,1,1,3
5139,Los Angeles Kings,San Jose Sharks,26,6,4,2,1,3
5140,Anaheim Ducks,San Jose Sharks,11,6,4,3,1,3
5141,Washington Capitals,Minnesota Wild,2,19,1,2,1,3
5142,Colorado Avalanche,Chicago Blackhawks,13,21,4,2,1,3
5143,Florida Panthers,Boston Bruins,15,7,3,7,1,3
5144,New Jersey Devils,Arizona Coyotes,24,29,1,1,1,3
5145,Los Angeles Kings,Anaheim Ducks,26,11,3,3,1,3
5146,Vancouver Canucks,Calgary Flames,0,12,1,3,1,3
5147,Philadelphia Flyers,New York Islanders,22,23,2,4,1,3
5148,St Louis Blues,Tampa Bay Lightning,3,16,4,3,1,3
5149,Dallas Stars,Pittsburgh Penguins,8,18,2,3,1,3
5150,Winnipeg Jets,Nashville Predators,28,20,5,0,1,3
5151,Toronto Maple Leafs,New York Rangers,5,14,1,2,1,3
5152,Vegas Golden Knights,Detroit Red Wings,30,27,2,3,1,3
5153,Montreal Canadiens,Buffalo Sabres,9,17,7,4,1,3
5154,Edmonton Oilers,Ottawa Senators,1,4,3,4,1,3
5155,Carolina Hurricanes,Minnesota Wild,10,19,5,1,1,3
5156,Chicago Blackhawks,Colorado Avalanche,21,13,2,1,1,3
5157,Vancouver Canucks,Columbus Blue Jackets,0,25,0,5,1,3
5158,Carolina Hurricanes,Montreal Canadiens,10,9,2,1,1,3
5159,New York Islanders,Arizona Coyotes,23,29,2,0,1,3
5160,Washington Capitals,Philadelphia Flyers,2,22,3,1,1,3
5161,Tampa Bay Lightning,Boston Bruins,16,7,5,4,1,3
5162,St Louis Blues,Vegas Golden Knights,3,30,3,1,1,3
5163,Calgary Flames,Los Angeles Kings,12,26,0,3,1,3
5164,Toronto Maple Leafs,Florida Panthers,5,15,7,5,1,3
5165,New York Rangers,Pittsburgh Penguins,14,18,2,5,1,3
5166,Minnesota Wild,Nashville Predators,19,20,0,1,1,3
5167,San Jose Sharks,Detroit Red Wings,6,27,2,3,1,3
5168,New Jersey Devils,Buffalo Sabres,24,17,3,1,1,3
5169,Winnipeg Jets,Dallas Stars,28,8,2,5,1,3
5170,Arizona Coyotes,Chicago Blackhawks,29,21,1,0,1,3
5171,Vancouver Canucks,Anaheim Ducks,0,11,4,5,1,3
5172,Washington Capitals,Carolina Hurricanes,2,10,4,1,1,3
5173,Columbus Blue Jackets,New York Islanders,25,23,4,0,1,3
5174,Edmonton Oilers,Los Angeles Kings,1,26,8,4,1,3
5175,Montreal Canadiens,Florida Panthers,9,15,6,1,1,3
5176,Ottawa Senators,Buffalo Sabres,4,17,4,0,1,3
5177,Colorado Avalanche,Vegas Golden Knights,13,30,4,3,1,3
5178,Philadelphia Flyers,Toronto Maple Leafs,22,5,4,4,1,3
5179,Boston Bruins,New York Rangers,7,14,6,3,1,3
5180,Calgary Flames,Dallas Stars,12,8,1,2,1,3
5181,San Jose Sharks,Chicago Blackhawks,6,21,4,5,1,3
5182,Columbus Blue Jackets,Montreal Canadiens,25,9,6,2,1,3
5183,Carolina Hurricanes,Washington Capitals,10,2,2,3,1,3
5184,Winnipeg Jets,New York Islanders,28,23,4,5,1,3
5185,Vancouver Canucks,Los Angeles Kings,0,26,2,2,1,3
5186,Ottawa Senators,Florida Panthers,4,15,2,5,1,3
5187,Buffalo Sabres,Detroit Red Wings,17,27,4,5,1,3
5188,Edmonton Oilers,Dallas Stars,1,8,2,2,1,3
5189,New York Rangers,St Louis Blues,14,3,4,2,1,3
5190,Colorado Avalanche,Arizona Coyotes,13,29,2,2,1,3
5191,Detroit Red Wings,New Jersey Devils,27,24,4,0,1,3
5192,Calgary Flames,Anaheim Ducks,12,11,6,1,1,3
5193,Pittsburgh Penguins,Nashville Predators,18,20,1,3,1,3
5194,Vegas Golden Knights,Minnesota Wild,30,19,2,3,1,3
5195,Los Angeles Kings,Chicago Blackhawks,26,21,3,2,1,3
5196,Nashville Predators,Columbus Blue Jackets,20,25,2,5,1,3
5197,New Jersey Devils,St Louis Blues,24,3,2,3,1,3
5198,Winnipeg Jets,Montreal Canadiens,28,9,1,3,1,3
5199,Tampa Bay Lightning,Washington Capitals,16,2,3,6,1,3
5200,Edmonton Oilers,Anaheim Ducks,1,11,1,5,1,3
5201,Carolina Hurricanes,Philadelphia Flyers,10,22,5,2,1,3
5202,San Jose Sharks,Vegas Golden Knights,6,30,4,3,1,3
5203,Ottawa Senators,Toronto Maple Leafs,4,5,4,2,1,3
5204,Boston Bruins,Florida Panthers,7,15,1,4,1,3
5205,New York Islanders,Buffalo Sabres,23,17,5,1,1,3
5206,Vancouver Canucks,Dallas Stars,0,8,2,2,1,3
5207,Buffalo Sabres,Columbus Blue Jackets,17,25,0,4,1,3
5208,Detroit Red Wings,Boston Bruins,27,7,6,3,1,3
5209,San Jose Sharks,Calgary Flames,6,12,3,5,1,3
5210,Pittsburgh Penguins,Carolina Hurricanes,18,10,3,1,1,3
5211,Philadelphia Flyers,New York Rangers,22,14,0,3,1,3
5212,Arizona Coyotes,Minnesota Wild,29,19,4,0,1,3
5213,St Louis Blues,Colorado Avalanche,3,13,2,2,1,3
5214,Florida Panthers,Washington Capitals,15,2,5,3,1,3
5215,Los Angeles Kings,Calgary Flames,26,12,2,7,1,3
5216,Chicago Blackhawks,Winnipeg Jets,21,28,3,4,1,3
5217,Ottawa Senators,Tampa Bay Lightning,4,16,2,5,1,3
5218,New York Islanders,Toronto Maple Leafs,23,5,1,2,1,3
5219,Vegas Golden Knights,Edmonton Oilers,30,1,3,1,1,3
5220,New Jersey Devils,New York Rangers,24,14,4,2,1,3
5221,Columbus Blue Jackets,Boston Bruins,25,7,2,6,1,3
5222,Dallas Stars,Philadelphia Flyers,8,22,6,2,1,3
5223,Toronto Maple Leafs,Carolina Hurricanes,5,10,1,4,1,3
5224,Minnesota Wild,Winnipeg Jets,19,28,5,1,1,3
5225,Arizona Coyotes,Los Angeles Kings,29,26,1,3,1,3
5226,Montreal Canadiens,Tampa Bay Lightning,9,16,4,2,1,3
5227,Colorado Avalanche,Edmonton Oilers,13,1,6,2,1,3
5228,Detroit Red Wings,Pittsburgh Penguins,27,18,4,1,1,3
5229,Buffalo Sabres,Nashville Predators,17,20,2,3,1,3
5230,Vancouver Canucks,San Jose Sharks,0,6,4,2,1,3
5231,Chicago Blackhawks,St Louis Blues,21,3,3,3,1,3
5232,Anaheim Ducks,Calgary Flames,11,12,3,1,1,3
5233,New York Rangers,Ottawa Senators,14,4,1,4,1,3
5234,Minnesota Wild,Boston Bruins,19,7,0,3,1,3
5235,Washington Capitals,Montreal Canadiens,2,9,2,1,1,3
5236,Nashville Predators,Vancouver Canucks,20,0,3,2,1,3
5237,Vegas Golden Knights,Arizona Coyotes,30,29,1,4,1,3
5238,Carolina Hurricanes,New Jersey Devils,10,24,3,1,1,3
5239,St Louis Blues,Philadelphia Flyers,3,22,7,3,1,3
5240,Florida Panthers,New York Islanders,15,23,1,1,1,3
5241,Colorado Avalanche,Winnipeg Jets,13,28,3,2,1,3
5242,Toronto Maple Leafs,Tampa Bay Lightning,5,16,1,3,1,3
5243,Pittsburgh Penguins,Detroit Red Wings,18,27,4,1,1,3
5244,Buffalo Sabres,Ottawa Senators,17,4,5,2,1,3
5245,Edmonton Oilers,San Jose Sharks,1,6,2,3,1,3
5246,New York Rangers,Columbus Blue Jackets,14,25,2,2,1,3
5247,Anaheim Ducks,Los Angeles Kings,11,26,5,2,1,3
5248,Chicago Blackhawks,Dallas Stars,21,8,6,1,1,3
5249,San Jose Sharks,Colorado Avalanche,6,13,5,2,1,3
5250,Nashville Predators,Chicago Blackhawks,20,21,5,2,1,3
5251,Ottawa Senators,Columbus Blue Jackets,4,25,2,6,1,3
5252,St Louis Blues,Vancouver Canucks,3,0,2,2,1,3
5253,Florida Panthers,New Jersey Devils,15,24,3,4,1,3
5254,Los Angeles Kings,Vegas Golden Knights,26,30,5,2,1,3
5255,Philadelphia Flyers,Carolina Hurricanes,22,10,3,4,1,3
5256,Washington Capitals,New York Islanders,2,23,0,3,1,3
5257,Arizona Coyotes,Winnipeg Jets,29,28,2,4,1,3
5258,Boston Bruins,Tampa Bay Lightning,7,16,3,6,1,3
5259,Montreal Canadiens,Toronto Maple Leafs,9,5,5,5,1,3
5260,Calgary Flames,Edmonton Oilers,12,1,1,3,1,3
5261,Pittsburgh Penguins,New York Rangers,18,14,3,4,1,3
5262,Detroit Red Wings,Buffalo Sabres,27,17,1,7,1,3
5263,Dallas Stars,Minnesota Wild,8,19,3,0,1,3
5264,Tampa Bay Lightning,Columbus Blue Jackets,16,25,3,4,0,3
5265,Winnipeg Jets,St Louis Blues,28,3,1,2,0,3
5266,San Jose Sharks,Vegas Golden Knights,6,30,5,2,0,3
5267,New York Islanders,Pittsburgh Penguins,23,18,4,3,0,3
5268,Nashville Predators,Dallas Stars,20,8,2,3,0,3
5269,Calgary Flames,Colorado Avalanche,12,13,4,0,0,3
5270,Washington Capitals,Carolina Hurricanes,2,10,4,2,0,3
5271,Boston Bruins,Toronto Maple Leafs,7,5,1,4,0,3
5272,Tampa Bay Lightning,Columbus Blue Jackets,16,25,1,5,0,3
5273,Winnipeg Jets,St Louis Blues,28,3,3,4,0,3
5274,San Jose Sharks,Vegas Golden Knights,6,30,3,5,0,3
5275,New York Islanders,Pittsburgh Penguins,23,18,3,1,0,3
5276,Calgary Flames,Colorado Avalanche,12,13,2,3,0,3
5277,Washington Capitals,Carolina Hurricanes,2,10,4,3,0,3
5278,Boston Bruins,Toronto Maple Leafs,7,5,4,1,0,3
5279,Nashville Predators,Dallas Stars,20,8,2,1,0,3
5280,Pittsburgh Penguins,New York Islanders,18,23,1,4,0,3
5281,St Louis Blues,Winnipeg Jets,3,28,3,6,0,3
5282,Columbus Blue Jackets,Tampa Bay Lightning,25,16,3,1,0,3
5283,Vegas Golden Knights,San Jose Sharks,30,6,6,3,0,3
5284,Toronto Maple Leafs,Boston Bruins,5,7,3,2,0,3
5285,Carolina Hurricanes,Washington Capitals,10,2,5,0,0,3
5286,Colorado Avalanche,Calgary Flames,13,12,6,2,0,3
5287,Dallas Stars,Nashville Predators,8,20,2,3,0,3
5288,Pittsburgh Penguins,New York Islanders,18,23,1,3,0,3
5289,St Louis Blues,Winnipeg Jets,3,28,1,2,0,3
